EcolC_0001,CP000946_00001,100.000,1404,0,0,1,1404,1,1404,0.0,2593
EcolC_0002,CP000946_00002,100.000,1101,0,0,1,1101,1,1101,0.0,2034
EcolC_0003,CP000946_00003,100.000,1074,0,0,1,1074,1,1074,0.0,1984
EcolC_0004,CP000946_00004,100.000,2415,0,0,1,2415,1,2415,0.0,4460
EcolC_0005,CP000946_00005,100.000,399,0,0,1,399,1,399,0.0,737
EcolC_0006,CP000946_00006,100.000,813,0,0,1,813,1,813,0.0,1502
EcolC_0007,CP000946_00007,100.000,657,0,0,1,657,1,657,0.0,1214
EcolC_0008,CP000946_00008,100.000,690,0,0,1,690,1,690,0.0,1275
EcolC_0009,CP000946_00009,100.000,879,0,0,1,879,1,879,0.0,1624
EcolC_0010,CP000946_00010,100.000,618,0,0,1,618,1,618,0.0,1142
EcolC_0011,CP000946_00011,100.000,1149,0,0,1,1149,1,1149,0.0,2122
EcolC_0012,CP000946_00012,100.000,1293,0,0,1,1293,1,1293,0.0,2388
EcolC_0013,CP000946_00013,100.000,1065,0,0,1,1065,1,1065,0.0,1967
EcolC_0014,CP000946_00014,100.000,1215,0,0,1,1215,1,1215,0.0,2244
EcolC_0015,CP000946_00015,100.000,261,0,0,148,408,1,261,5.92e-137,483
EcolC_0016,CP000946_00016,100.000,414,0,0,1,414,1,414,0.0,765
EcolC_0017,CP000946_00017,100.000,429,0,0,1,429,1,429,0.0,793
EcolC_0018,CP000946_00018,100.000,1662,0,0,1,1662,1,1662,0.0,3070
EcolC_0019,CP000946_00019,100.000,717,0,0,1,717,1,717,0.0,1325
EcolC_0020,CP000946_00020,100.000,1617,0,0,1,1617,1,1617,0.0,2987
EcolC_0021,CP000946_00021,100.000,1323,0,0,1,1323,1,1323,0.0,2444
EcolC_0023,CP000946_00022,100.000,1209,0,0,1,1209,58,1266,0.0,2233
EcolC_0023,CP000946_02315,98.259,1149,20,0,61,1209,1,1149,0.0,2012
EcolC_0024,CP000946_00023,100.000,348,0,0,1,348,1,348,0.0,643
EcolC_0025,CP000946_00024,100.000,363,0,0,1,363,1,363,0.0,671
EcolC_0026,CP000946_00025,100.000,498,0,0,1,498,1,498,0.0,920
EcolC_0027,CP000946_00026,100.000,1185,0,0,1,1185,1,1185,0.0,2189
EcolC_0028,CP000946_00028,100.000,1689,0,0,1,1689,1,1689,0.0,3120
EcolC_0029,CP000946_00029,100.000,291,0,0,1,291,1,291,8.69e-154,538
EcolC_0030,CP000946_00030,100.000,591,0,0,1,591,1,591,0.0,1092
EcolC_0031,CP000946_00031,100.000,1503,0,0,1,1503,1,1503,0.0,2776
EcolC_0032,CP000946_00032,100.000,1320,0,0,1,1320,1,1320,0.0,2438
EcolC_0033,CP000946_00033,100.000,1392,0,0,1,1392,1,1392,0.0,2571
EcolC_0034,CP000946_00034,100.000,1767,0,0,1,1767,1,1767,0.0,3264
EcolC_0035,CP000946_00035,100.000,1335,0,0,1,1335,1,1335,0.0,2466
EcolC_0036,CP000946_00036,100.000,453,0,0,1,453,1,453,0.0,837
EcolC_0037,CP000946_00037,100.000,1239,0,0,118,1356,1,1239,0.0,2289
EcolC_0038,CP000946_00038,100.000,294,0,0,1,294,1,294,1.89e-155,544
EcolC_0039,CP000946_00039,100.000,819,0,0,1,819,1,819,0.0,1513
EcolC_0040,CP000946_00040,100.000,924,0,0,1,924,1,924,0.0,1707
EcolC_0041,CP000946_00041,100.000,1185,0,0,1,1185,1,1185,0.0,2189
EcolC_0043,CP000946_00042,100.000,2334,0,0,1,2334,1,2334,0.0,4311
EcolC_0043,CP000946_01090,99.143,2334,20,0,1,2334,1,2334,0.0,4200
EcolC_0044,CP000946_01091,100.000,321,0,0,1,321,1,321,2.03e-170,593
EcolC_0044,CP000946_00043,100.000,321,0,0,1,321,1,321,2.03e-170,593
EcolC_0045,CP000946_00044,100.000,456,0,0,1,456,1,456,0.0,843
EcolC_0045,CP000946_01092,98.246,456,8,0,1,456,1,456,0.0,798
EcolC_0046,CP000946_01093,100.000,288,0,0,1,288,1,288,4.00e-152,532
EcolC_0046,CP000946_00045,100.000,288,0,0,1,288,1,288,4.00e-152,532
EcolC_0047,CP000946_01094,100.000,591,0,0,1,591,1,591,0.0,1092
EcolC_0047,CP000946_00046,100.000,591,0,0,1,591,1,591,0.0,1092
EcolC_0048,CP000946_00047,100.000,267,0,0,1,267,1,267,1.74e-140,494
EcolC_0048,CP000946_01095,99.625,267,1,0,1,267,1,267,8.08e-139,488
