thrA,AP009048_00001,100.000,2463,0,0,1,2463,1,2463,0.0,4549
thrB,AP009048_00002,100.000,933,0,0,1,933,1,933,0.0,1724
thrC,AP009048_00003,100.000,1287,0,0,1,1287,1,1287,0.0,2377
yaaX,AP009048_00004,100.000,297,0,0,1,297,1,297,4.01e-157,549
yaaA,AP009048_00005,100.000,777,0,0,1,777,1,777,0.0,1435
yaaJ,AP009048_00006,100.000,1431,0,0,1,1431,1,1431,0.0,2643
talB,AP009048_00007,100.000,954,0,0,1,954,1,954,0.0,1762
mog,AP009048_00008,100.000,588,0,0,1,588,1,588,0.0,1086
yaaH,AP009048_00009,100.000,567,0,0,1,567,1,567,0.0,1048
yaaW,AP009048_00010,100.000,714,0,0,1,714,1,714,0.0,1319
htgA,AP009048_00010,100.000,486,0,0,1,486,527,42,0.0,898
yaaI,AP009048_00011,100.000,405,0,0,1,405,1,405,0.0,749
dnaK,AP009048_00012,100.000,1917,0,0,1,1917,1,1917,0.0,3541
dnaJ,AP009048_00013,100.000,1131,0,0,1,1131,1,1131,0.0,2089
insL,AP009048_02406,100.000,1113,0,0,1,1113,1,1113,0.0,2056
insL,AP009048_00576,100.000,1113,0,0,1,1113,1,1113,0.0,2056
insL,AP009048_00014,100.000,1113,0,0,1,1113,1,1113,0.0,2056
mokC,AP009048_00016,100.000,153,0,0,58,210,1,153,3.07e-77,283
hokC,AP009048_00016,100.000,153,0,0,1,153,1,153,2.16e-77,283
nhaA,AP009048_00017,100.000,1167,0,0,1,1167,1,1167,0.0,2156
nhaR,AP009048_00018,100.000,900,0,0,7,906,1,900,0.0,1663
insB,AP009048_03839,100.000,378,0,0,127,504,1,378,0.0,699
insB,AP009048_02301,100.000,378,0,0,127,504,1,378,0.0,699
insB,AP009048_00019,100.000,378,0,0,127,504,1,378,0.0,699
insB,AP009048_00987,98.942,378,4,0,127,504,1,378,0.0,676
insB,AP009048_00272,98.942,378,4,0,127,504,1,378,0.0,676
insB,AP009048_00261,98.942,378,4,0,127,504,1,378,0.0,676
insB,AP009048_04297,91.905,210,17,0,295,504,1,210,3.62e-80,294
insB,AP009048_03840,100.000,82,0,0,1,82,195,276,2.30e-37,152
insB,AP009048_02302,100.000,82,0,0,1,82,195,276,2.30e-37,152
insB,AP009048_00020,100.000,82,0,0,1,82,195,276,2.30e-37,152
insB,AP009048_00986,96.341,82,3,0,1,82,195,276,2.32e-32,135
insB,AP009048_00273,95.122,82,4,0,1,82,195,276,1.08e-30,130
insB,AP009048_00262,95.122,82,4,0,1,82,195,276,1.08e-30,130
insA,AP009048_03840,100.000,276,0,0,1,276,1,276,1.75e-145,510
insA,AP009048_02302,100.000,276,0,0,1,276,1,276,1.75e-145,510
insA,AP009048_00020,100.000,276,0,0,1,276,1,276,1.75e-145,510
insA,AP009048_00986,98.551,276,4,0,1,276,1,276,8.18e-139,488
insA,AP009048_00273,98.188,276,5,0,1,276,1,276,3.81e-137,483
insA,AP009048_00262,98.188,276,5,0,1,276,1,276,3.81e-137,483
rpsT,AP009048_00021,100.000,264,0,0,1,264,1,264,7.80e-139,488
ribF,AP009048_00022,100.000,942,0,0,1,942,1,942,0.0,1740
ileS,AP009048_00023,100.000,2817,0,0,1,2817,1,2817,0.0,5203
lspA,AP009048_00024,100.000,495,0,0,1,495,1,495,0.0,915
